City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
296,Bambanglipuro,-7.95,110.2833,76.66,85,100,4.94,ID,2022-04-20 00:03:56
297,Codrington,-38.2667,141.9667,61.83,66,45,11.39,AU,2022-04-20 00:03:58
298,Port Hawkesbury,45.6169,-61.3485,41.97,95,100,28.77,CA,2022-04-20 00:04:02
299,Mandalgovi,45.7625,106.2708,48.36,34,80,6.58,MN,2022-04-20 00:04:04
300,Tabou,4.423,-7.3528,79.92,84,90,3.87,CI,2022-04-20 00:04:04
301,Tecoanapa,16.5167,-98.75,83.82,59,0,10.56,MX,2022-04-20 00:04:05
302,Ponta Do Sol,32.6667,-17.1,62.71,58,6,10.83,PT,2022-04-20 00:04:05
303,Nabire,-3.3667,135.4833,84.16,71,96,0.87,ID,2022-04-20 00:04:06
304,Changchun,43.88,125.3228,65.17,29,54,25.39,CN,2022-04-20 00:00:05
305,Kovernino,57.1253,43.8142,33.48,91,0,5.5,RU,2022-04-20 00:04:06
306,Bandar,2.05,99.75,72.54,99,100,2.39,ID,2022-04-20 00:04:07
307,Dingle,10.9995,122.6711,80.94,76,72,10.69,PH,2022-04-20 00:04:07
308,Plavinas,56.6178,25.7255,42.76,80,41,10.04,LV,2022-04-20 00:04:07
309,Sao Jose Da Coroa Grande,-8.8978,-35.1478,77.81,86,72,7.63,BR,2022-04-20 00:04:08
310,Hohhot,40.8106,111.6522,50.74,28,4,6.44,CN,2022-04-20 00:04:09
311,Lima,-12.0432,-77.0282,66.38,59,20,13.8,PE,2022-04-19 23:59:55
312,Zafra,38.4167,-6.4167,45.07,68,74,15.43,ES,2022-04-20 00:04:10
313,Lokosovo,61.1333,74.8167,32.32,98,100,7.56,RU,2022-04-20 00:04:11
314,Tadine,-21.55,167.8833,79.25,77,30,7.45,NC,2022-04-20 00:04:11
315,Weihai,37.5017,122.1136,58.48,54,0,11.14,CN,2022-04-20 00:00:23
316,Tucumcari,35.1717,-103.725,84.94,10,0,27.63,US,2022-04-20 00:04:13
317,Ulladulla,-35.35,150.4667,64.76,64,63,2.86,AU,2022-04-20 00:04:14
318,Rawson,-43.3002,-65.1023,62.04,44,85,1.92,AR,2022-04-20 00:05:14
319,Winnemucca,40.973,-117.7357,57.25,24,100,16.11,US,2022-04-20 00:05:14
320,Ternate,0.8,127.4,82.44,78,98,3.87,ID,2022-04-20 00:03:42
321,Indramayu,-6.3264,108.32,77.94,77,100,4.29,ID,2022-04-20 00:05:15
322,Masvingo,-20.0637,30.8277,56.23,91,91,7.76,ZW,2022-04-20 00:05:17
323,Salt,32.0392,35.7272,49.01,80,0,5.93,JO,2022-04-20 00:05:18
324,Chumikan,54.7183,135.315,31.62,92,100,4.68,RU,2022-04-20 00:05:19
325,Pasarkemis,-6.1703,106.5303,81.01,94,20,4.61,ID,2022-04-20 00:05:20
326,Fort Nelson,58.8053,-122.7002,31.55,69,100,2.17,CA,2022-04-20 00:05:21
327,Pitkyaranta,61.5734,31.4792,34.25,97,76,3.27,RU,2022-04-20 00:05:22
328,Yar-Sale,66.8333,70.8333,26.4,89,99,17.56,RU,2022-04-20 00:05:22
329,Lewisporte,49.2499,-55.0482,29.55,72,100,11.99,CA,2022-04-20 00:05:23
330,Coihaique,-45.5752,-72.0662,39.99,96,76,4.85,CL,2022-04-20 00:01:48
331,Ixtapa,20.7,-105.2,82.94,57,1,5.99,MX,2022-04-20 00:02:55
332,Alta Floresta,-9.8756,-56.0861,73.36,92,89,2.26,BR,2022-04-20 00:05:24
333,Thunder Bay,48.4001,-89.3168,35.29,70,100,3.13,CA,2022-04-20 00:05:25
334,Qaqortoq,60.7167,-46.0333,26.82,40,1,39.95,GL,2022-04-20 00:05:26
335,Dire,12.2833,-10.9667,86.77,15,65,2.62,ML,2022-04-20 00:05:26
336,Villablino,42.9393,-6.3194,37.76,97,99,6.73,ES,2022-04-20 00:05:27
337,Okato,-39.2,173.8833,66.69,70,23,11.68,NZ,2022-04-20 00:05:27
338,Zapolyarnyy,69.4154,30.8136,34.88,96,100,3.89,RU,2022-04-20 00:05:28
339,Morro Bay,35.3658,-120.8499,75.18,68,60,7.0,US,2022-04-20 00:01:25
340,Rio Grande,-32.035,-52.0986,65.97,87,0,10.87,BR,2022-04-20 00:05:30
341,Santa Maria Do Suacui,-18.1903,-42.4142,64.65,80,5,0.92,BR,2022-04-20 00:05:30
342,Thinadhoo,0.5333,72.9333,82.65,69,63,2.55,MV,2022-04-20 00:05:31
343,Los Llanos De Aridane,28.6585,-17.9182,60.55,71,100,18.41,ES,2022-04-20 00:05:31
344,Faya,18.3851,42.4509,66.43,34,40,2.82,SA,2022-04-20 00:02:31
345,Nuuk,64.1835,-51.7216,14.61,79,75,17.0,GL,2022-04-20 00:05:32
346,Vetluzhskiy,58.3902,45.4654,34.63,95,76,3.8,RU,2022-04-20 00:05:33
347,Shelburne,44.0787,-80.2041,33.12,99,100,19.93,CA,2022-04-20 00:05:33
348,Port Blair,11.6667,92.75,82.54,73,100,5.1,IN,2022-04-20 00:05:34
349,Vanderhoof,54.0166,-124.0198,36.99,74,100,1.01,CA,2022-04-20 00:05:34
350,Ballarat,-37.5662,143.8496,51.13,92,65,6.49,AU,2022-04-20 00:04:27
351,Clarence Town,-32.5833,151.7833,71.62,63,0,12.35,AU,2022-04-20 00:05:36
352,Bowen,-20.0167,148.2333,78.4,66,100,11.18,AU,2022-04-20 00:05:36
353,Vardo,70.3705,31.1107,36.18,91,100,12.1,NO,2022-04-20 00:05:37
354,Palora,-1.7,-77.9333,65.71,93,96,1.19,EC,2022-04-20 00:05:38
355,Saint-Leu,-21.15,55.2833,77.86,81,42,6.2,RE,2022-04-20 00:05:38
356,Bocas Del Toro,9.3333,-82.25,80.2,75,30,5.7,PA,2022-04-20 00:05:39
357,Minyar,55.0709,57.5485,41.92,97,99,1.99,RU,2022-04-20 00:05:39
358,Merauke,-8.4667,140.3333,80.94,83,69,2.26,ID,2022-04-20 00:05:40
359,Onguday,50.75,86.15,29.93,83,30,2.53,RU,2022-04-20 00:05:40
360,Ahipara,-35.1667,173.1667,72.36,79,71,11.63,NZ,2022-04-20 00:05:44
361,Homer,59.6425,-151.5483,46.8,39,0,6.91,US,2022-04-20 00:05:46
362,Hua Hin,12.5707,99.9588,82.0,77,93,3.91,TH,2022-04-20 00:05:47
363,Virginia Beach,36.8529,-75.978,54.01,43,0,9.22,US,2022-04-20 00:03:32
364,Show Low,34.2542,-110.0298,71.89,12,0,26.46,US,2022-04-20 00:04:58
365,Jalu,29.0331,21.5482,58.55,56,7,8.12,LY,2022-04-20 00:05:51
366,Dukat,62.55,155.55,15.94,86,95,5.77,RU,2022-04-20 00:05:52
367,Ketchikan,55.3422,-131.6461,42.78,80,100,11.43,US,2022-04-20 00:06:54
368,Torbay,47.6666,-52.7314,28.58,82,88,3.0,CA,2022-04-20 00:05:30
369,Vieux Fort,13.7167,-60.95,77.68,75,92,18.14,LC,2022-04-20 00:06:54
370,Krasnoselkup,65.7,82.4667,9.86,92,100,7.11,RU,2022-04-20 00:06:55
371,Kulhudhuffushi,6.6221,73.07,84.42,74,86,11.27,MV,2022-04-20 00:06:56
372,Quatre Cocos,-20.2078,57.7625,78.1,85,94,7.58,MU,2022-04-20 00:06:56
373,Hasaki,35.7333,140.8333,55.8,63,98,13.02,JP,2022-04-20 00:06:57
374,La Ronge,55.1001,-105.2842,34.79,81,100,14.2,CA,2022-04-20 00:06:58
375,Saint-Pierre,-21.3393,55.4781,78.48,78,20,4.61,RE,2022-04-20 00:07:00
376,Ullapool,57.8987,-5.1604,45.36,86,82,3.13,GB,2022-04-20 00:07:00
377,Portland,45.5234,-122.6762,49.23,83,75,4.0,US,2022-04-20 00:05:43
378,Soyo,-6.1349,12.3689,74.93,93,100,8.46,AO,2022-04-20 00:07:01
379,San Ignacio,17.1561,-89.0714,83.32,55,36,9.78,BZ,2022-04-20 00:07:01
380,Shingu,33.7333,135.9833,65.5,50,94,4.79,JP,2022-04-20 00:02:49
381,Walvis Bay,-22.9575,14.5053,69.1,35,8,6.8,NA,2022-04-20 00:07:02
382,Inhambane,-23.865,35.3833,72.82,89,100,11.79,MZ,2022-04-20 00:07:04
383,Port Hedland,-20.3167,118.5667,82.45,34,13,10.36,AU,2022-04-20 00:07:05
384,Salinas,36.6777,-121.6555,68.99,45,0,13.8,US,2022-04-20 00:05:53
385,Sindor,62.8629,51.8905,32.63,98,100,5.19,RU,2022-04-20 00:07:05
386,Zhezkazgan,47.8043,67.7144,48.43,54,55,8.68,KZ,2022-04-20 00:07:06
387,Ileza,61.0533,43.9002,32.31,99,99,3.18,RU,2022-04-20 00:07:06
388,Karpathos,35.507,27.2132,55.36,82,2,9.22,GR,2022-04-20 00:07:07
389,Onega,63.9061,38.1404,34.21,97,99,5.26,RU,2022-04-20 00:07:07
390,Kaberamaido,1.7389,33.1594,65.8,93,98,2.64,UG,2022-04-20 00:07:08
391,Nahuatzen,19.7,-101.8333,68.95,23,87,6.87,MX,2022-04-20 00:07:08
392,Skelleftea,64.7507,20.9528,30.56,100,88,4.61,SE,2022-04-20 00:07:09
393,Cabedelo,-6.9811,-34.8339,79.47,76,65,8.72,BR,2022-04-20 00:04:11
394,Piterka,50.6803,47.4454,56.71,52,100,7.43,RU,2022-04-20 00:07:10
395,Tawau,4.2498,117.8871,79.41,82,100,3.58,MY,2022-04-20 00:07:00
396,Ardakan,32.31,54.0175,63.84,10,4,5.08,IR,2022-04-20 00:07:11
397,Tessalit,20.1986,1.0114,79.68,10,8,4.12,ML,2022-04-20 00:07:13
398,Nimaj,26.1497,74.0,80.42,32,75,7.76,IN,2022-04-20 00:07:13
399,Abaetetuba,-1.7181,-48.8825,76.23,94,87,4.99,BR,2022-04-20 00:07:14
400,Tuatapere,-46.1333,167.6833,62.37,62,100,6.17,NZ,2022-04-20 00:07:14
401,Aquiraz,-3.9014,-38.3911,83.17,85,89,6.85,BR,2022-04-20 00:03:35
402,Golyshmanovo,56.3979,68.3728,36.64,94,100,8.43,RU,2022-04-20 00:07:15
403,Sain Alto,23.5833,-103.25,85.73,9,41,13.22,MX,2022-04-20 00:07:16
404,Kisangani,0.5167,25.2,71.51,99,100,3.78,CD,2022-04-20 00:07:17
405,Gorontalo,0.5412,123.0595,80.64,87,100,1.03,ID,2022-04-20 00:07:17
406,Raga,8.4596,25.678,77.61,55,100,4.92,SS,2022-04-20 00:07:18
407,Paraiso,9.8383,-83.8656,67.42,95,83,3.18,CR,2022-04-20 00:07:19
408,Maryborough,-25.5333,152.7,80.96,57,0,1.01,AU,2022-04-20 00:07:20
409,San Cristobal,7.7669,-72.225,71.58,71,100,1.14,VE,2022-04-20 00:07:21
410,Alakurtti,66.9672,30.3491,37.67,95,100,3.02,RU,2022-04-20 00:07:21
411,Sao Francisco Do Conde,-12.6275,-38.68,78.82,94,76,7.0,BR,2022-04-20 00:07:22
412,San Jeronimo,-11.9472,-75.2829,50.27,79,81,4.88,PE,2022-04-20 00:07:22
413,Leningradskiy,69.3833,178.4167,25.34,85,61,5.95,RU,2022-04-20 00:07:24
414,Bethal,-26.4579,29.4655,46.54,95,13,5.99,ZA,2022-04-20 00:08:24
415,Lodwar,3.1191,35.5973,86.0,49,100,16.75,KE,2022-04-20 00:08:26
416,Grand-Santi,4.25,-54.3833,74.14,99,100,2.89,GF,2022-04-20 00:08:27
417,Alappuzha,9.49,76.3264,81.55,83,97,6.73,IN,2022-04-20 00:08:27
418,San Carlos De Bariloche,-41.1456,-71.3082,46.15,76,75,12.66,AR,2022-04-20 00:06:22
419,Praya,14.9215,-23.5087,70.65,82,67,12.91,CV,2022-04-20 00:08:29
420,Katiola,8.1333,-5.1,78.51,70,72,4.41,CI,2022-04-20 00:08:29
421,Turukhansk,65.8167,87.9833,3.61,95,100,3.91,RU,2022-04-20 00:08:30
422,Mont-Joli,48.5839,-68.1921,36.25,82,100,19.71,CA,2022-04-20 00:08:31
423,Kropotkin,45.4375,40.5756,56.73,94,99,12.57,RU,2022-04-20 00:08:31
424,Muros,42.7762,-9.0603,45.68,89,60,14.52,ES,2022-04-20 00:08:33
425,Avera,33.194,-82.5271,58.51,50,0,5.53,US,2022-04-20 00:08:33
426,Kayalpattinam,8.5667,78.1167,84.42,70,100,7.7,IN,2022-04-20 00:08:34
427,Airai,-8.9266,125.4092,69.39,55,41,1.99,TL,2022-04-20 00:08:36
428,Kyshtovka,56.555,76.6271,36.12,98,99,6.55,RU,2022-04-20 00:08:36
429,Ishikawa,26.4233,127.8214,73.36,68,75,4.61,JP,2022-04-20 00:08:37
430,Darhan,49.4867,105.9228,33.84,44,100,20.31,MN,2022-04-20 00:08:37
431,San Policarpo,12.1791,125.5072,81.57,84,70,6.91,PH,2022-04-20 00:08:38
432,Qingdao,36.0986,120.3719,55.92,70,0,9.15,CN,2022-04-20 00:08:38
433,Henties Bay,-22.116,14.2845,70.02,62,44,2.46,NA,2022-04-20 00:08:39
434,Karratha,-20.7377,116.8463,82.45,41,11,7.36,AU,2022-04-20 00:08:40
435,Wagar,16.1525,36.2032,92.61,22,67,9.48,SD,2022-04-20 00:08:40
436,Iquitos,-3.7481,-73.2472,77.04,88,40,2.3,PE,2022-04-20 00:08:41
437,Sheregesh,52.9209,87.9869,29.52,89,100,3.27,RU,2022-04-20 00:08:41
438,Vereeniging,-26.6731,27.9261,48.54,84,3,5.66,ZA,2022-04-20 00:07:15
439,Nizhniy Ingash,56.2,96.53,32.5,88,100,12.86,RU,2022-04-20 00:08:43
440,Pathein,16.7833,94.7333,79.3,80,14,4.5,MM,2022-04-20 00:08:43
441,Kuandian,40.7286,124.7847,54.91,49,0,7.96,CN,2022-04-20 00:08:47
442,Calvinia,-31.4707,19.776,65.5,29,7,7.83,ZA,2022-04-20 00:08:48
443,Canar,-2.55,-78.9333,48.15,93,97,1.16,EC,2022-04-20 00:08:49
444,Bandarbeyla,9.4942,50.8122,80.04,73,16,7.14,SO,2022-04-20 00:08:50
445,Bilibino,68.0546,166.4372,21.42,76,54,2.57,RU,2022-04-20 00:08:51
446,Yerbogachen,61.2767,108.0108,22.55,89,100,5.66,RU,2022-04-20 00:08:51
447,Cortez,37.3489,-108.5859,72.36,13,0,23.02,US,2022-04-20 00:08:52
448,Mampong,7.0627,-1.4001,72.59,90,100,2.75,GH,2022-04-20 00:08:53
449,Ternuvate,47.8305,36.1276,46.2,87,100,5.57,UA,2022-04-20 00:08:53
450,Port Hardy,50.6996,-127.4199,48.9,59,89,7.63,CA,2022-04-20 00:08:54
451,Ulaanbaatar,47.9077,106.8832,34.92,81,98,11.92,MN,2022-04-20 00:04:46
452,Eisenach,50.9833,10.3167,43.97,75,34,1.59,DE,2022-04-20 00:08:54
453,Salalah,17.0151,54.0924,80.69,78,40,5.75,OM,2022-04-20 00:08:55
454,Aleksandrovsk-Sakhalinskiy,50.8975,142.1561,44.33,75,88,27.85,RU,2022-04-20 00:08:55
455,Vanimo,-2.6741,141.3028,81.48,83,91,4.79,PG,2022-04-20 00:08:56
456,Havelock,34.8791,-76.9013,57.15,47,0,1.01,US,2022-04-20 00:08:56
457,Bud,39.447,-86.1758,49.68,51,42,5.64,US,2022-04-20 00:08:58
458,Jacareacanga,-6.2222,-57.7528,75.49,91,99,1.43,BR,2022-04-20 00:08:59
459,Nurota,40.5614,65.6886,56.3,87,57,6.35,UZ,2022-04-20 00:08:59
460,Pinillos,8.9193,-74.4677,74.66,91,100,0.45,CO,2022-04-20 00:10:00
461,Tieling,42.2931,123.8414,67.08,31,2,24.16,CN,2022-04-20 00:10:05
462,Dagatan,14.0033,121.3789,78.66,77,26,4.83,PH,2022-04-20 00:10:06
463,Ukiah,39.1502,-123.2078,61.43,69,100,5.75,US,2022-04-20 00:10:03
464,Ferrol,43.4832,-8.2369,51.67,75,64,16.8,ES,2022-04-20 00:10:14
465,Taga,46.95,24.05,34.32,78,99,1.25,RO,2022-04-20 00:10:16
466,Nantucket,41.2835,-70.0995,48.25,73,0,25.32,US,2022-04-20 00:07:33
467,Marsa Matruh,31.3525,27.2453,59.29,75,0,9.75,EG,2022-04-20 00:10:16
468,Gamboma,-1.8764,15.8644,73.56,93,100,4.5,CG,2022-04-20 00:10:18
469,Sayyan,15.1718,44.3244,59.41,32,14,3.53,YE,2022-04-20 00:10:19
470,Malanje,-9.5402,16.341,65.3,95,100,0.6,AO,2022-04-20 00:10:19
471,Hofn,64.2539,-15.2082,43.36,84,17,7.31,IS,2022-04-20 00:10:21
472,Kinsale,51.7075,-8.5306,43.97,87,20,8.05,IE,2022-04-20 00:10:21
473,Nhulunbuy,-12.2333,136.7667,84.81,74,75,11.5,AU,2022-04-20 00:10:22
474,Pavlovo,55.9686,43.0912,34.25,97,58,9.22,RU,2022-04-20 00:10:24
475,Wuhu,31.3366,118.3755,63.63,58,11,5.01,CN,2022-04-20 00:10:24
476,Lashio,22.9333,97.75,64.53,86,72,1.12,MM,2022-04-20 00:10:25
477,Sinop,41.7711,34.8709,41.5,97,100,4.34,TR,2022-04-20 00:10:26
478,Dudinka,69.4058,86.1778,-2.38,98,97,4.54,RU,2022-04-20 00:10:26
479,Iberia,29.9502,-91.7507,70.05,40,0,9.22,US,2022-04-20 00:10:27
480,Constitucion,-35.3333,-72.4167,56.43,94,100,7.25,CL,2022-04-20 00:10:27
481,Catamarca,-28.4696,-65.7852,65.59,72,2,12.21,AR,2022-04-20 00:10:28
482,Emirdag,39.0197,31.15,40.62,86,83,3.76,TR,2022-04-20 00:10:28
483,Kualakapuas,-3.0091,114.3876,75.63,95,98,1.32,ID,2022-04-20 00:10:30
484,Xudat,41.631,48.681,57.22,65,37,5.41,AZ,2022-04-20 00:10:31
485,Broome,42.2506,-75.833,39.7,76,100,23.02,US,2022-04-20 00:10:31
486,Victor Harbor,-35.5667,138.6167,63.0,79,24,9.17,AU,2022-04-20 00:10:31
487,Ciudad Bolivar,8.1222,-63.5497,90.54,40,33,18.41,VE,2022-04-20 00:10:32
488,Meulaboh,4.1363,96.1285,75.81,89,99,5.48,ID,2022-04-20 00:10:33
489,Bonavista,48.6499,-53.1147,29.3,74,100,18.05,CA,2022-04-20 00:10:34
490,Maniitsoq,65.4167,-52.9,11.57,74,98,9.42,GL,2022-04-20 00:10:34
491,Todos Santos,23.45,-110.2167,67.44,80,2,4.45,MX,2022-04-20 00:10:35
492,Aswan,24.0934,32.907,75.65,21,0,17.72,EG,2022-04-20 00:10:36
493,Kyren,51.6828,102.1408,29.77,73,99,2.89,RU,2022-04-20 00:10:36
494,Te Anau,-45.4167,167.7167,57.78,82,100,2.3,NZ,2022-04-20 00:05:55
495,Pakenham,-38.0667,145.4833,59.2,90,46,5.01,AU,2022-04-20 00:10:37
496,Berlevag,70.8578,29.0864,35.4,92,100,10.42,NO,2022-04-20 00:10:38
497,Husavik,66.0449,-17.3389,34.39,88,95,4.23,IS,2022-04-20 00:10:39
498,Meadow Lake,34.8014,-106.5436,79.29,9,99,24.27,US,2022-04-20 00:10:40
499,Bastia,42.6667,9.3333,55.29,87,40,4.61,FR,2022-04-20 00:10:41
500,Magistralnyy,56.1725,107.4458,27.84,67,98,5.79,RU,2022-04-20 00:10:41
501,Dorogobuzh,54.915,33.2972,42.3,91,99,14.45,RU,2022-04-20 00:10:42
502,Lekoni,-1.5843,14.2591,72.23,94,97,5.57,GA,2022-04-20 00:10:43
503,Herat,34.5,62.0,53.35,60,55,0.96,AF,2022-04-20 00:11:44
504,Praia Da Vitoria,38.7333,-27.0667,59.76,77,96,8.63,PT,2022-04-20 00:11:44
505,Beloha,-25.1667,45.05,72.45,92,27,9.98,MG,2022-04-20 00:11:45
506,Santiago,-33.4569,-70.6483,63.86,57,75,12.66,CL,2022-04-20 00:06:53
507,Vestmanna,62.1564,-7.1664,41.92,93,75,10.36,FO,2022-04-20 00:11:46
508,Luorong,24.4058,109.6086,65.43,77,99,2.82,CN,2022-04-20 00:11:46
509,Liepaja,56.5419,21.0367,46.38,66,0,9.22,LV,2022-04-20 00:11:48
510,Bama,11.5221,13.6856,82.06,21,98,2.84,NG,2022-04-20 00:11:48
511,Si Racha,13.1737,100.9311,85.15,74,94,1.54,TH,2022-04-20 00:11:49
512,Kochkurovo,54.0358,45.4184,44.28,97,95,7.72,RU,2022-04-20 00:11:49
513,Honnali,14.25,75.6667,76.32,69,73,3.53,IN,2022-04-20 00:11:51
514,Charters Towers,-20.1,146.2667,80.56,48,79,10.02,AU,2022-04-20 00:11:51
515,Vavozh,56.7751,51.931,32.4,99,99,4.38,RU,2022-04-20 00:11:52
516,Batticaloa,7.7102,81.6924,80.51,80,100,0.69,LK,2022-04-20 00:11:53
517,Rancho Palos Verdes,33.7445,-118.387,75.07,78,2,8.01,US,2022-04-20 00:11:56
518,Ambulu,-8.345,113.6058,77.36,87,100,2.04,ID,2022-04-20 00:11:57
519,Viedma,-40.8135,-62.9967,64.87,26,78,7.85,AR,2022-04-20 00:11:59
520,Waingapu,-9.6567,120.2641,80.83,76,89,1.99,ID,2022-04-20 00:11:59
521,Sivas,39.7916,37.0019,39.83,93,40,9.22,TR,2022-04-20 00:12:00
522,Nouadhibou,20.931,-17.0347,64.89,86,100,16.08,MR,2022-04-20 00:12:00
523,Nova Olimpia,-14.7972,-57.2881,73.69,78,6,1.14,BR,2022-04-20 00:12:01
524,Acapulco,16.8634,-99.8901,84.02,65,20,5.75,MX,2022-04-20 00:07:08
525,Zalari,53.5584,102.5065,30.6,77,85,9.82,RU,2022-04-20 00:12:02
526,Lukuledi,-10.5667,38.8,69.04,98,63,1.88,TZ,2022-04-20 00:12:05
527,Cedar City,37.6775,-113.0619,68.4,11,0,21.85,US,2022-04-20 00:12:06
528,Peto,20.1333,-88.9167,88.5,39,42,7.65,MX,2022-04-20 00:12:06
529,Longhua,23.6137,114.1919,63.59,91,100,1.57,CN,2022-04-20 00:12:08
530,Verkhneuralsk,53.8769,59.2106,47.88,83,98,5.1,RU,2022-04-20 00:12:08
531,Comodoro Rivadavia,-45.8667,-67.5,58.86,33,0,14.97,AR,2022-04-20 00:10:05
532,Florianopolis,-27.6146,-48.5012,65.62,91,2,2.73,BR,2022-04-20 00:12:10
533,Sosnovo-Ozerskoye,52.5249,111.5418,29.1,49,73,10.89,RU,2022-04-20 00:12:11
534,Hatod,22.8,75.7333,73.72,31,99,4.61,IN,2022-04-20 00:12:12
535,Corn Island,12.1694,-83.0418,81.18,75,96,15.95,NI,2022-04-20 00:12:13
536,Rasinari,45.7,24.0667,32.16,86,0,2.3,RO,2022-04-20 00:12:14
537,Anau,-16.5167,-151.7333,81.5,68,20,4.38,PF,2022-04-20 00:12:15
538,Tongchuan,35.0806,109.0897,58.17,38,59,1.81,CN,2022-04-20 00:09:00
539,Saint George,37.1041,-113.5841,83.79,8,0,29.93,US,2022-04-20 00:09:44
540,Araouane,18.9048,-3.5265,77.79,9,0,7.65,ML,2022-04-20 00:12:16
541,Udachnyy,66.4167,112.4,10.45,84,99,9.37,RU,2022-04-20 00:12:16
542,Barahona,18.2085,-71.1008,78.62,89,75,9.22,DO,2022-04-20 00:12:17
543,Egvekinot,66.3167,-179.1667,28.35,81,100,1.9,RU,2022-04-20 00:12:18
544,Pangody,65.85,74.4859,30.7,92,99,12.55,RU,2022-04-20 00:12:18
545,Bosconia,9.9689,-73.8836,74.84,83,90,2.93,CO,2022-04-20 00:12:19
546,Hauterive,46.0901,3.4459,56.16,97,99,0.65,FR,2022-04-20 00:12:20
547,Labuhan,-6.8844,112.2051,76.12,90,100,1.83,ID,2022-04-20 00:12:21
548,Chifeng,42.2683,118.9636,64.69,17,4,16.53,CN,2022-04-20 00:13:22
549,Puerto Maldonado,-12.6,-69.1833,77.11,70,33,0.25,PE,2022-04-20 00:13:23
550,Visnes,59.3556,5.2242,42.22,93,81,3.44,NO,2022-04-20 00:13:23
551,Grants,35.1473,-107.8514,73.63,9,0,25.32,US,2022-04-20 00:13:25
552,Ahuimanu,21.4447,-157.8378,80.31,70,40,17.27,US,2022-04-20 00:13:25
553,Marystown,47.1666,-55.1483,35.85,100,99,19.86,CA,2022-04-20 00:13:26
554,Kalmunai,7.4167,81.8167,79.74,82,100,2.26,LK,2022-04-20 00:13:28
555,Mishelevka,52.8575,103.1719,32.5,67,54,7.31,RU,2022-04-20 00:13:29
556,Anadyr,64.75,177.4833,34.3,80,40,24.61,RU,2022-04-20 00:13:30
557,Chapais,49.7834,-74.8492,29.98,96,100,8.43,CA,2022-04-20 00:13:30
558,Kushiro,42.975,144.3747,45.64,60,0,8.7,JP,2022-04-20 00:13:33
559,Komsomolskiy,40.4272,71.7189,63.32,82,40,2.3,UZ,2022-04-20 00:12:01
560,Pleshanovo,52.8333,53.4833,56.26,62,100,7.34,RU,2022-04-20 00:13:35
561,Okhotsk,59.3833,143.3,28.27,88,100,25.1,RU,2022-04-20 00:13:36
562,Bundaberg,-24.85,152.35,80.22,76,3,5.01,AU,2022-04-20 00:13:05
